Sequence	Result
p2_wt_2.pdb	UNCLEAVED
p2_wt_6.pdb	UNCLEAVED
p2_wt_5.pdb	UNCLEAVED
p2_wt_7.pdb	UNCLEAVED
p2_wt_3.pdb	UNCLEAVED
p2_wt_9.pdb	UNCLEAVED
P6_c2_7.pdb	CLEAVED
P6_c2_0.pdb	CLEAVED
P6_c2_4.pdb	CLEAVED
P6_c2_9.pdb	CLEAVED
P6_c2_5.pdb	CLEAVED
P6_c2_1.pdb	CLEAVED
P6_c2_3.pdb	CLEAVED
P6_c2_8.pdb	CLEAVED
P6_c2_6.pdb	CLEAVED
P6_c2_2.pdb	CLEAVED
P6_wt_1.pdb	UNCLEAVED
P6_wt_2.pdb	UNCLEAVED
P6_wt_6.pdb	UNCLEAVED
P6_wt_5.pdb	UNCLEAVED
P6_wt_3.pdb	UNCLEAVED
P6_wt_8.pdb	UNCLEAVED
P6_wt_4.pdb	UNCLEAVED
P6_wt_7.pdb	UNCLEAVED
P6_wt_0.pdb	UNCLEAVED
P6_wt_9.pdb	UNCLEAVED
p6_c1_2.pdb	UNCLEAVED
p6_c1_4.pdb	UNCLEAVED
p6_c1_3.pdb	UNCLEAVED
p6_c1_7.pdb	UNCLEAVED
p6_c1_5.pdb	UNCLEAVED
p6_c1_8.pdb	UNCLEAVED
p6_c1_0.pdb	UNCLEAVED
p6_c1_9.pdb	UNCLEAVED
p6_c1_6.pdb	UNCLEAVED
p6_c1_1.pdb	UNCLEAVED
p2_c10_2.pdb	CLEAVED
p2_c10_8.pdb	CLEAVED
p2_c10_1.pdb	CLEAVED
p2_c10_0.pdb	CLEAVED
p2_c10_9.pdb	CLEAVED
p2_c10_5.pdb	CLEAVED
p2_c10_6.pdb	CLEAVED
p2_c10_4.pdb	CLEAVED
p2_c10_7.pdb	CLEAVED
p2_c10_3.pdb	CLEAVED
p6_c6_1.pdb	CLEAVED
p6_c6_6.pdb	CLEAVED
p6_c6_9.pdb	CLEAVED
p6_c6_4.pdb	CLEAVED
p6_c6_2.pdb	CLEAVED
p6_c6_5.pdb	CLEAVED
p6_c6_3.pdb	CLEAVED
p6_c6_7.pdb	CLEAVED
p6_c6_8.pdb	CLEAVED
p6_c6_0.pdb	CLEAVED
p2_c5_4.pdb	UNCLEAVED
p2_c5_7.pdb	UNCLEAVED
p2_c5_2.pdb	UNCLEAVED
p2_c5_3.pdb	UNCLEAVED
p2_c5_1.pdb	UNCLEAVED
p2_c5_0.pdb	UNCLEAVED
p2_c5_5.pdb	UNCLEAVED
p2_c5_8.pdb	UNCLEAVED
p2_c5_6.pdb	UNCLEAVED
p2_c5_9.pdb	UNCLEAVED
p6_c8_5.pdb	CLEAVED
p6_c8_6.pdb	CLEAVED
p6_c8_1.pdb	CLEAVED
p6_c8_8.pdb	CLEAVED
p6_c8_4.pdb	CLEAVED
p6_c8_9.pdb	CLEAVED
p6_c8_3.pdb	CLEAVED
p6_c8_0.pdb	CLEAVED
p6_c8_2.pdb	CLEAVED
p6_c8_7.pdb	CLEAVED
p2_c1_2.pdb	UNCLEAVED
p2_c1_8.pdb	UNCLEAVED
p2_c1_1.pdb	UNCLEAVED
p2_c1_0.pdb	UNCLEAVED
p2_c1_5.pdb	UNCLEAVED
p2_c1_7.pdb	UNCLEAVED
p2_c1_4.pdb	UNCLEAVED
p2_c1_3.pdb	UNCLEAVED
p2_c1_9.pdb	UNCLEAVED
p2_c1_6.pdb	UNCLEAVED
