Sequence	Result
tev_p6_c6_relaxed_0.pdb	CLEAVED
tev_p6_c6_relaxed_1.pdb	CLEAVED
tev_p6_c6_relaxed_5.pdb	CLEAVED
tev_p6_c6_relaxed_2.pdb	CLEAVED
tev_p6_c6_relaxed_8.pdb	CLEAVED
tev_p6_c6_relaxed_3.pdb	CLEAVED
tev_p6_c6_relaxed_7.pdb	CLEAVED
tev_p6_c6_relaxed_9.pdb	CLEAVED
tev_p6_c6_relaxed_6.pdb	CLEAVED
tev_p6_c6_relaxed_4.pdb	CLEAVED
