Sequence	Result
hcv_all_swap_design_1_61_designed_8.pdb	CLEAVED
hcv_all_swap_design_3_28_designed_4.pdb	CLEAVED
hcv_all_swap_design_4_40_designed_0.pdb	CLEAVED
hcv_all_swap_design_3_0_designed_1.pdb	CLEAVED
hcv_all_swap_design_3_78_designed_5.pdb	CLEAVED
hcv_all_swap_design_4_85_designed_9.pdb	CLEAVED
hcv_all_swap_design_4_64_designed_5.pdb	CLEAVED
hcv_all_swap_design_3_39_designed_1.pdb	CLEAVED
hcv_all_swap_design_2_34_designed_7.pdb	CLEAVED
hcv_all_swap_design_2_53_designed_6.pdb	CLEAVED
hcv_all_swap_design_4_93_designed_2.pdb	CLEAVED
hcv_all_swap_design_4_4_designed_9.pdb	CLEAVED
hcv_all_swap_design_4_3_designed_5.pdb	CLEAVED
hcv_all_swap_design_3_12_designed_5.pdb	CLEAVED
hcv_all_swap_design_3_84_designed_0.pdb	CLEAVED
hcv_all_swap_design_3_6_designed_7.pdb	CLEAVED
hcv_all_swap_design_2_90_designed_4.pdb	CLEAVED
hcv_all_swap_design_4_61_designed_0.pdb	CLEAVED
hcv_all_swap_design_3_94_designed_4.pdb	CLEAVED
hcv_all_swap_design_2_1_designed_5.pdb	CLEAVED
hcv_all_swap_design_4_33_designed_3.pdb	CLEAVED
DVDAR_rand_des_00_2_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_01_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_02_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_03_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_04_4_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_05_4_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_06_3_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_07_4_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_08_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_09_3_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_19_3_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_20_2_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_21_3_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_22_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_23_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_24_2_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_25_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_26_3_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_27_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_28_1_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_29_4_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_31_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_32_2_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_33_2_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_34_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_35_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_36_1_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_37_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_38_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_39_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_40_2_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_41_4_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_42_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_43_2_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_44_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_45_4_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_46_2_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_47_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_48_1_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_49_2_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_50_3_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_51_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_52_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_53_4_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_54_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_55_4_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_56_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_57_2_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_58_3_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_59_2_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_60_4_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_61_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_62_4_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_63_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_64_2_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_65_2_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_66_3_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_67_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_68_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_69_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_70_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_71_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_72_4_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_73_1_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_74_2_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_75_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_76_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_77_4_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_78_4_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_79_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_80_4_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_81_1_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_82_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_83_0_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_84_3_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_85_2_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_86_4_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_87_3_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_88_1_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_89_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_90_2_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_91_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_92_2_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_93_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_94_1_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_95_0_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_96_1_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_97_3_relaxed_0.pdb	UNCLEAVED
DVDAR_rand_des_98_4_relaxed_1.pdb	UNCLEAVED
DVDAR_rand_des_99_2_relaxed_0.pdb	UNCLEAVED
