Sequence	Result
AEEMDDC.ASHL	Cleaved
AEEMDEC.ASHL	Cleaved
AWFSHTC.ASHL	Cleaved
AYTDMNC.ASHL	Cleaved
ATSLLPC.ASHL	Cleaved
AIDEVNC.ASHL	Cleaved
AATVQPC.ASHL	Cleaved
ASTYQEC.ASHL	Cleaved
AMSTYSC.ASHL	Cleaved
AQETINC.ASHL	Cleaved
AATTHCC.ASHL	Cleaved
ASTLINC.ASHL	Cleaved
AVDMDDC.ASHL	Cleaved
AVDMDEC.ASHL	Cleaved
AVDMDVC.ASHL	Cleaved
AHPDQLC.ASHL	Cleaved
AHNLAPC.ASHL	Cleaved
AIHTKTC.ASHL	Cleaved
AQIRTLC.ASHL	Cleaved
ATYVTSC.ASHL	Cleaved
AEPLLAC.ASHL	Cleaved
AMMSLPC.ASHL	Cleaved
AESQEAC.ASHL	Cleaved
AHNTYPC.ASHL	Cleaved
ARSMSPC.ASHL	Cleaved
AMYMQTC.ASHL	Cleaved
AGHVINC.ASHL	Cleaved
AHNTYLC.ASHL	Cleaved
ADTLTTC.ASHL	Cleaved
ADTLTPC.ASHL	Cleaved
APQSITC.ASHL	Cleaved
ADEFYEC.ASHL	Cleaved
AHKLLPC.ASHL	Cleaved
ACMYTLC.ASHL	Cleaved
ADFNITC.ASHL	Cleaved
ACPLLSC.ASHL	Cleaved
ADDMYVC.ASHL	Cleaved
ADDMYFC.ASHL	Cleaved
ADDMYEC.ASHL	Cleaved
ADDMYDC.ASHL	Cleaved
ADDMYLC.ASHL	Cleaved
ADCVSNC.ASHL	Cleaved
AESTSCC.ASHL	Cleaved
ALLDYAC.ASHL	Cleaved
ARAPSRC.ASHL	Cleaved
ADDDENC.ASHL	Cleaved
ARMVETC.ASHL	Cleaved
ADPQYDC.ASHL	Cleaved
ARMEKPC.ASHL	Cleaved
ATTTHQC.ASHL	Cleaved
ATTCAPC.ASHL	Cleaved
AKILTNC.ASHL	Cleaved
APYTVQC.ASHL	Cleaved
ATETHTC.ASHL	Cleaved
AFLTINC.ASHL	Cleaved
ADKMEEC.ASHL	Cleaved
ATAISNC.ASHL	Cleaved
AEINITC.ASHL	Cleaved
AATTMSC.ASHL	Cleaved
ARLIMTC.ASHL	Cleaved
AHVTQAC.ASHL	Cleaved
AISFSTC.ASHL	Cleaved
ADTHYVC.ASHL	Cleaved
APGYRNC.ASHL	Cleaved
AYELVEC.ASHL	Cleaved
AYELVDC.ASHL	Cleaved
AYELVVC.ASHL	Cleaved
AVTMNTC.ASHL	Cleaved
ADFILDC.ASHL	Cleaved
AVTTLMC.ASHL	Cleaved
AVTTLTC.ASHL	Cleaved
AFDTDYC.ASHL	Cleaved
AQAVSPC.ASHL	Cleaved
ANPTIIC.ASHL	Cleaved
ANPTINC.ASHL	Cleaved
AVFLYDC.ASHL	Cleaved
AVMTQKC.ASHL	Cleaved
AQTTLTC.ASHL	Cleaved
AVMTQSC.ASHL	Cleaved
ALLQTTC.ASHL	Cleaved
ASIGTKC.ASHL	Cleaved
ALDIYDC.ASHL	Cleaved
AAQLQPC.ASHL	Cleaved
ASLHYPC.ASHL	Cleaved
APLTLCC.ASHL	Cleaved
APLTLDC.ASHL	Cleaved
ASTQHCC.ASHL	Cleaved
AQRQVPC.ASHL	Cleaved
ALIVTQC.ASHL	Cleaved
ATYITEC.ASHL	Cleaved
ADLMTPC.ASHL	Cleaved
AFDIVDC.ASHL	Cleaved
ANQETNC.ASHL	Cleaved
ATKYHTC.ASHL	Cleaved
ALTLQTC.ASHL	Cleaved
ARNVYMC.ASHL	Cleaved
ATYSLFC.ASHL	Cleaved
ATYSLAC.ASHL	Cleaved
ALNEFNC.ASHL	Cleaved
ARRYTTC.ASHL	Cleaved
APYLKTC.ASHL	Cleaved
ANQNKKC.ASHL	Cleaved
ANSEHQC.ASHL	Cleaved
AYRTETC.ASHL	Cleaved
AYTCLSC.ASHL	Cleaved
ATHTFLC.ASHL	Cleaved
AYVIVDC.ASHL	Cleaved
AYTERPC.ASHL	Cleaved
ADVLDEC.ASHL	Cleaved
ADVLDDC.ASHL	Cleaved
ADVLDVC.ASHL	Cleaved
ADVLDYC.ASHL	Cleaved
ACVLTAC.ASHL	Cleaved
AMTIISC.ASHL	Cleaved
ASTTHWC.ASHL	Cleaved
ATRHYPC.ASHL	Cleaved
AFDFDDC.ASHL	Cleaved
ANATVNC.ASHL	Cleaved
APTTQTC.ASHL	Cleaved
APTNHVC.ASHL	Cleaved
ACITHPC.ASHL	Cleaved
AITYAQC.ASHL	Cleaved
AMYTLNC.ASHL	Cleaved
ACHTALC.ASHL	Cleaved
AMYATHC.ASHL	Cleaved
ACTEEKC.ASHL	Cleaved
APNLSEC.ASHL	Cleaved
AEKWCRC.ASHL	Cleaved
AYITMCC.ASHL	Cleaved
AMQLQNC.ASHL	Cleaved
ATRTQEC.ASHL	Cleaved
AIHTYNC.ASHL	Cleaved
AYDMEDC.ASHL	Cleaved
AYDMEEC.ASHL	Cleaved
AYDMEYC.ASHL	Cleaved
APITLHC.ASHL	Cleaved
AYDMEVC.ASHL	Cleaved
AYLYTQC.ASHL	Cleaved
AVMYQPC.ASHL	Cleaved
AYYMYYC.ASHL	Cleaved
AYYMYVC.ASHL	Cleaved
APHCTLC.ASHL	Cleaved
AYYMYEC.ASHL	Cleaved
ADYSLIC.ASHL	Cleaved
ADNMYDC.ASHL	Cleaved
AMSKDMC.ASHL	Cleaved
ADDIDDC.ASHL	Cleaved
ADDIDEC.ASHL	Cleaved
ADDIDVC.ASHL	Cleaved
ADDIDYC.ASHL	Cleaved
AHHTMPC.ASHL	Cleaved
AGPHNRC.ASHL	Cleaved
AGKEHTC.ASHL	Cleaved
ANITTQC.ASHL	Cleaved
ADYISEC.ASHL	Cleaved
ANTKIPC.ASHL	Cleaved
AYSIVHC.ASHL	Cleaved
AQPATPC.ASHL	Cleaved
ADVILDC.ASHL	Cleaved
AYVQENC.ASHL	Cleaved
ARTFTLC.ASHL	Cleaved
ALAWTSC.ASHL	Cleaved
AHTKINC.ASHL	Cleaved
AHKITDC.ASHL	Cleaved
AHKITQC.ASHL	Cleaved
AHTKISC.ASHL	Cleaved
AMTPYPC.ASHL	Cleaved
AYVMYVC.ASHL	Cleaved
ADDFYEC.ASHL	Cleaved
ADDFYVC.ASHL	Cleaved
ANYFNNC.ASHL	Cleaved
AYYTHNC.ASHL	Cleaved
APGLTLC.ASHL	Cleaved
AQYYTLC.ASHL	Cleaved
AYFLYDC.ASHL	Cleaved
ASHQIPC.ASHL	Cleaved
AGATTNC.ASHL	Cleaved
AHNVSLC.ASHL	Cleaved
AHETSEC.ASHL	Cleaved
ASWFIPC.ASHL	Cleaved
AASHHMC.ASHL	Cleaved
ACAPKNC.ASHL	Cleaved
AKGTGPC.ASHL	Cleaved
AEVLNNC.ASHL	Cleaved
ASSTVTC.ASHL	Cleaved
AAATIHC.ASHL	Cleaved
AQSETPC.ASHL	Cleaved
AHYTDLC.ASHL	Cleaved
AHYTDPC.ASHL	Cleaved
APHWLKC.ASHL	Cleaved
AQAIRNC.ASHL	Cleaved
AQAIRPC.ASHL	Cleaved
ADDMQDC.ASHL	Cleaved
ADDMQVC.ASHL	Cleaved
AHTYHQC.ASHL	Cleaved
AHTYHSC.ASHL	Cleaved
AHTYHTC.ASHL	Cleaved
ASALRPC.ASHL	Cleaved
APPCTEC.ASHL	Cleaved
APGQFMC.ASHL	Cleaved
APTLTQC.ASHL	Cleaved
ACYMQKC.ASHL	Cleaved
AYMTTAC.ASHL	Cleaved
ATQMHPC.ASHL	Cleaved
APSAMCC.ASHL	Cleaved
ATTCIDC.ASHL	Cleaved
ANSLSPC.ASHL	Cleaved
AYSTHHC.ASHL	Cleaved
AIMHDPC.ASHL	Cleaved
APQVMTC.ASHL	Cleaved
AYVTDDC.ASHL	Cleaved
AQPIKPC.ASHL	Cleaved
ASFTTQC.ASHL	Cleaved
AYVYQQC.ASHL	Cleaved
AVHTICC.ASHL	Cleaved
ANAPIYC.ASHL	Cleaved
ATYLHPC.ASHL	Cleaved
AMTTVTC.ASHL	Cleaved
AFDIDDC.ASHL	Cleaved
AWTTLSC.ASHL	Cleaved
AYEMDVC.ASHL	Cleaved
AHYMFDC.ASHL	Cleaved
AYEMDYC.ASHL	Cleaved
AYEMDDC.ASHL	Cleaved
AYEMDEC.ASHL	Cleaved
ADTTNRC.ASHL	Cleaved
ARRNQQC.ASHL	Cleaved
AVDLEEC.ASHL	Cleaved
AKSTSNC.ASHL	Cleaved
ADQYSHC.ASHL	Cleaved
ASENIYC.ASHL	Cleaved
AQDLSEC.ASHL	Cleaved
ADQYSSC.ASHL	Cleaved
AHAPQPC.ASHL	Cleaved
AFDTLNC.ASHL	Cleaved
AQTQFPC.ASHL	Cleaved
AKETAIC.ASHL	Cleaved
AYVMLEC.ASHL	Cleaved
AEQIHTC.ASHL	Cleaved
ATESIVC.ASHL	Cleaved
APTHLPC.ASHL	Cleaved
AHEFIPC.ASHL	Cleaved
AALETEC.ASHL	Cleaved
AYVLVEC.ASHL	Cleaved
AVYIYVC.ASHL	Cleaved
AVYIYDC.ASHL	Cleaved
AVYIYEC.ASHL	Cleaved
AQITMTC.ASHL	Cleaved
APITQLC.ASHL	Cleaved
AIQFLPC.ASHL	Cleaved
AEQSHTC.ASHL	Cleaved
AWAETPC.ASHL	Cleaved
AWTLNTC.ASHL	Cleaved
ATAEHYC.ASHL	Cleaved
ATLTLNC.ASHL	Cleaved
ATLTLTC.ASHL	Cleaved
AWTQAPC.ASHL	Cleaved
ALYPLPC.ASHL	Cleaved
ANHMFPC.ASHL	Cleaved
ASLCTPC.ASHL	Cleaved
ATWFTCC.ASHL	Cleaved
AAPIETC.ASHL	Cleaved
AVTSSKC.ASHL	Cleaved
ASNTILC.ASHL	Cleaved
ALQARPC.ASHL	Cleaved
AFKTEQC.ASHL	Cleaved
ADVLLDC.ASHL	Cleaved
AGDTQPC.ASHL	Cleaved
APYHCNC.ASHL	Cleaved
AEVDIEC.ASHL	Cleaved
AHYMHDC.ASHL	Cleaved
AHNEISC.ASHL	Cleaved
APKTVTC.ASHL	Cleaved
AAYTQTC.ASHL	Cleaved
ASRLTQC.ASHL	Cleaved
ASRLTNC.ASHL	Cleaved
ASTLHCC.ASHL	Cleaved
ALRNHQC.ASHL	Cleaved
APRSIDC.ASHL	Cleaved
AYLLTLC.ASHL	Cleaved
APSTRNC.ASHL	Cleaved
AVFTHTC.ASHL	Cleaved
ANRLTLC.ASHL	Cleaved
ALFNLSC.ASHL	Cleaved
ADDILYC.ASHL	Cleaved
ANTPIDC.ASHL	Cleaved
ADDILVC.ASHL	Cleaved
AQAYSNC.ASHL	Cleaved
ADDILDC.ASHL	Cleaved
ADDILEC.ASHL	Cleaved
ARTTLMC.ASHL	Cleaved
ALPRPGC.ASHL	Cleaved
AHCTMMC.ASHL	Cleaved
ASTIMTC.ASHL	Cleaved
AYDDMNC.ASHL	Cleaved
AVIVLPC.ASHL	Cleaved
AKHLVTC.ASHL	Cleaved
AVSDIPC.ASHL	Cleaved
ADHMEEC.ASHL	Cleaved
APHSVTC.ASHL	Cleaved
AQTMTLC.ASHL	Cleaved
AYWTQNC.ASHL	Cleaved
AFFIDDC.ASHL	Cleaved
ADFLEDC.ASHL	Cleaved
ANQLNLC.ASHL	Cleaved
AHAIITC.ASHL	Cleaved
ATKTHTC.ASHL	Cleaved
ATTTDMC.ASHL	Cleaved
ATTTDNC.ASHL	Cleaved
AWSNSNC.ASHL	Cleaved
AHTTAVC.ASHL	Cleaved
AHTTATC.ASHL	Cleaved
AAEVIPC.ASHL	Cleaved
AWSSMTC.ASHL	Cleaved
ASEQKQC.ASHL	Cleaved
APTPLNC.ASHL	Cleaved
APTPLSC.ASHL	Cleaved
ASTTLYC.ASHL	Cleaved
ASQFSNC.ASHL	Cleaved
ANTFAQC.ASHL	Cleaved
ADDTITC.ASHL	Cleaved
AATLTPC.ASHL	Cleaved
AQCLTDC.ASHL	Cleaved
AQWTRIC.ASHL	Cleaved
APTLQTC.ASHL	Cleaved
APTLQPC.ASHL	Cleaved
AHKTHEC.ASHL	Cleaved
ADLLDDC.ASHL	Cleaved
AASIIPC.ASHL	Cleaved
ADEINTC.ASHL	Cleaved
AGQSVTC.ASHL	Cleaved
AISAIPC.ASHL	Cleaved
AIKTQVC.ASHL	Cleaved
AFYMHDC.ASHL	Cleaved
AHNLQTC.ASHL	Cleaved
ATKTSYC.ASHL	Cleaved
ARQTIAC.ASHL	Cleaved
AQRFTPC.ASHL	Cleaved
ASKLTLC.ASHL	Cleaved
ALTHVTC.ASHL	Cleaved
AHYTLPC.ASHL	Cleaved
AHYTLNC.ASHL	Cleaved
AAWNLTC.ASHL	Cleaved
AQAELPC.ASHL	Cleaved
AQYTHPC.ASHL	Cleaved
APVDIVC.ASHL	Cleaved
ALSEHAC.ASHL	Cleaved
AYTQQNC.ASHL	Cleaved
AYFLDDC.ASHL	Cleaved
AYFLDYC.ASHL	Cleaved
APTEAHC.ASHL	Cleaved
APPCVLC.ASHL	Cleaved
AQVIKPC.ASHL	Cleaved
ALQSIAC.ASHL	Cleaved
APLAVTC.ASHL	Cleaved
AAYDINC.ASHL	Cleaved
AGSTISC.ASHL	Cleaved
AHSTIVC.ASHL	Cleaved
AHSTISC.ASHL	Cleaved
AKILDTC.ASHL	Cleaved
AHRLHSC.ASHL	Cleaved
ANDPTTC.ASHL	Cleaved
AFTTTTC.ASHL	Cleaved
ATTIDQC.ASHL	Cleaved
AFTTTLC.ASHL	Cleaved
AFTTTIC.ASHL	Cleaved
ASMQEPC.ASHL	Cleaved
AHNYVPC.ASHL	Cleaved
ALEHSQC.ASHL	Cleaved
AVETLIC.ASHL	Cleaved
ACITFMC.ASHL	Cleaved
ASFTLSC.ASHL	Cleaved
ASFTLTC.ASHL	Cleaved
AHQQIQC.ASHL	Cleaved
ALSLSTC.ASHL	Cleaved
ALSLSPC.ASHL	Cleaved
AYYLDDC.ASHL	Cleaved
AYEMLEC.ASHL	Cleaved
AYDLVVC.ASHL	Cleaved
ADTMQRC.ASHL	Cleaved
ALYTFSC.ASHL	Cleaved
AEYENQC.ASHL	Cleaved
ANDETEC.ASHL	Cleaved
ANPTYPC.ASHL	Cleaved
AESTHPC.ASHL	Cleaved
ANRQCNC.ASHL	Cleaved
AYVMDYC.ASHL	Cleaved
AQHNIQC.ASHL	Cleaved
AVEMLEC.ASHL	Cleaved
AYVMDVC.ASHL	Cleaved
AYVMDDC.ASHL	Cleaved
ASTRTLC.ASHL	Cleaved
AYNQQLC.ASHL	Cleaved
AYLIEEC.ASHL	Cleaved
ACRFIQC.ASHL	Cleaved
ATCSINC.ASHL	Cleaved
AHNQNPC.ASHL	Cleaved
ALIFQTC.ASHL	Cleaved
ARSINQC.ASHL	Cleaved
APILTAC.ASHL	Cleaved
AQLTYNC.ASHL	Cleaved
APKPLNC.ASHL	Cleaved
AQITEQC.ASHL	Cleaved
AYDTDDC.ASHL	Cleaved
ASDMHTC.ASHL	Cleaved
ANGWHNC.ASHL	Cleaved
AHAYETC.ASHL	Cleaved
ARQWHDC.ASHL	Cleaved
AYYMFDC.ASHL	Cleaved
AVTQIPC.ASHL	Cleaved
ASSGTLC.ASHL	Cleaved
AHTVHTC.ASHL	Cleaved
ADYQHQC.ASHL	Cleaved
AARLNPC.ASHL	Cleaved
ADYMEEC.ASHL	Cleaved
ATTMQHC.ASHL	Cleaved
ANLLCSC.ASHL	Cleaved
ATNLLAC.ASHL	Cleaved
ALQTLNC.ASHL	Cleaved
ATNLLQC.ASHL	Cleaved
ACMISVC.ASHL	Cleaved
AAQMHTC.ASHL	Cleaved
AYMIHDC.ASHL	Cleaved
AQYQQIC.ASHL	Cleaved
AYVVSQC.ASHL	Cleaved
AYRHDSC.ASHL	Cleaved
AKTSHNC.ASHL	Cleaved
AYVIFDC.ASHL	Cleaved
ALSQVTC.ASHL	Cleaved
ASMDLQC.ASHL	Cleaved
ASAYFEC.ASHL	Cleaved
AHMYTSC.ASHL	Cleaved
AECLTPC.ASHL	Cleaved
ADFMYDC.ASHL	Cleaved
ADEMDEC.ASHL	Cleaved
AYSSAYC.ASHL	Cleaved
AMLAWNC.ASHL	Cleaved
AYELEEC.ASHL	Cleaved
AMYQQTC.ASHL	Cleaved
APTTKDC.ASHL	Cleaved
ASHWVNC.ASHL	Cleaved
ASLVQPC.ASHL	Cleaved
AKCTQIC.ASHL	Cleaved
AKKLTEC.ASHL	Cleaved
AQNCWEC.ASHL	Cleaved
AYELEYC.ASHL	Cleaved
AQLPYDC.ASHL	Cleaved
AFTLNTC.ASHL	Cleaved
AYYRDDC.ASHL	Cleaved
AQELNIC.ASHL	Cleaved
ADEMEVC.ASHL	Cleaved
ADEMEYC.ASHL	Cleaved
ADEMEAC.ASHL	Cleaved
AYTQIPC.ASHL	Cleaved
ADEMEDC.ASHL	Cleaved
ADEMEEC.ASHL	Cleaved
ADEMEGC.ASHL	Cleaved
ADEMELC.ASHL	Cleaved
AHRYTTC.ASHL	Cleaved
ASRTLLC.ASHL	Cleaved
ASMITEC.ASHL	Cleaved
AKKVHPC.ASHL	Cleaved
AACLMNC.ASHL	Cleaved
AVYMDVC.ASHL	Cleaved
ARTCTPC.ASHL	Cleaved
AVYMDYC.ASHL	Cleaved
AVYMDEC.ASHL	Cleaved
AVYMDDC.ASHL	Cleaved
APKTIQC.ASHL	Cleaved
